"平成27年(2015年)産業連関表 取引基本表(生産者価格評価)(統合小分類)(単位:100万円)(総務省)","穀類","いも･豆類","野菜","果実","その他の食用作物","非食用作物","畜産","農業サービス","育林","素材","特用林産物","海面漁業","内水面漁業","石炭･原油･天然ガス","砂利･砕石","その他の鉱物","畜産食料品","水産食料品","精穀･製粉","めん･パン･菓子類","農産保存食料品","砂糖･油脂･調味料類","その他の食料品","酒類","その他の飲料","飼料･有機質肥料(別掲を除く。)","たばこ","紡績糸","織物","ニット生地","染色整理","その他の繊維工業製品","織物製･ニット製衣服","その他の衣服･身の回り品","その他の繊維既製品","木材","その他の木製品","家具･装備品","パルプ","紙･板紙","加工紙","紙製容器","その他の紙加工品","印刷･製版･製本","化学肥料","ソーダ工業製品","その他の無機化学工業製品","石油化学系基礎製品","脂肪族中間物･環式中間物･合成染料･有機顔料","合成ゴム","その他の有機化学工業製品","合成樹脂","化学繊維","医薬品","油脂加工製品･界面活性剤","化粧品･歯磨","塗料･印刷インキ","農薬","その他の化学最終製品","石油製品","石炭製品","プラスチック製品","タイヤ･チューブ","その他のゴム製品","革製履物","なめし革･革製品･毛皮(革製履物を除く。)","ガラス･ガラス製品","セメント･セメント製品","陶磁器","建設用土石製品","その他の窯業･土石製品","銑鉄･粗鋼","鉄屑","熱間圧延鋼材","鋼管","冷延･めっき鋼材","鋳鍛造品(鉄)","その他の鉄鋼製品","非鉄金属製錬･精製","非鉄金属屑","電線･ケーブル","その他の非鉄金属製品","建設用金属製品","建築用金属製品","ガス･石油機器･暖房･調理装置","その他の金属製品","ボイラ･原動機","ポンプ･圧縮機","運搬機械","冷凍機･温湿調整装置","その他のはん用機械","農業用機械","建設･鉱山機械","繊維機械","生活関連産業用機械","基礎素材産業用機械","金属加工機械","半導体製造装置","その他の生産用機械","事務用機械","サービス用･娯楽用機器","計測機器","医療用機械器具","光学機械･レンズ","武器","電子デバイス","その他の電子部品","産業用電気機器","民生用電気機器","電子応用装置","電気計測器","その他の電気機械","通信機器","映像･音響機器","電子計算機･同附属装置","乗用車","トラック･バス･その他の自動車","二輪自動車","自動車部品･同附属品","船舶･同修理","鉄道車両･同修理","航空機･同修理","その他の輸送機械","がん具･運動用品","その他の製造工業製品","再生資源回収･加工処理","住宅建築","非住宅建築","建設補修","公共事業","その他の土木建設","電力","都市ガス","熱供給業","水道","廃棄物処理","卸売","小売","金融","保険","不動産仲介及び賃貸","住宅賃貸料","住宅賃貸料(帰属家賃)","鉄道旅客輸送","鉄道貨物輸送","道路旅客輸送","道路貨物輸送(自家輸送を除く。)","自家輸送(旅客自動車)","自家輸送(貨物自動車)","外洋輸送","沿海･内水面輸送","港湾運送","航空輸送","貨物利用運送","倉庫","こん包","その他の運輸附帯サービス","郵便･信書便","通信","放送","情報サービス","インターネット附随サービス","映像･音声･文字情報制作","公務(中央)","公務(地方)","学校教育","社会教育･その他の教育","学術研究機関","企業内研究開発","医療","保健衛生","社会保険･社会福祉","介護","他に分類されない会員制団体","物品賃貸業(貸自動車業を除く。)","貸自動車業","広告","自動車整備","機械修理","その他の対事業所サービス","宿泊業","飲食サービス","洗濯･理容･美容･浴場業","娯楽サービス","その他の対個人サービス","事務用品","分類不明","内生部門計","家計外消費支出(列)","家計消費支出","対家計民間非営利団体消費支出","一般政府消費支出","一般政府消費支出(社会資本等減耗分)","国内総固定資本形成(公的)","国内総固定資本形成(民間)","在庫純増","国内最終需要計","国内需要合計","輸出","輸出(直接購入)","輸出計","最終需要計","需要合計","(控除)輸入","(控除)輸入(直接購入)","(控除)関税","(控除)輸入品商品税","(控除)輸入計","最終需要部門計","国内生産額"
"公務(地方)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,657974,657974,0,1144383,0,15314937,9207605,0,0,0,25666925,26324899,0,0,0,25666925,26324899,0,0,0,0,0,25666925,26324899
"学校教育",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5421919,2508858,11704937,2965129,0,0,0,22600843,22600843,0,0,0,22600843,22600843,0,0,0,0,0,22600843,22600843
"社会教育･その他の教育",0,0,0,0,0,0,0,397,12,99,0,0,2,4,6,245,764,1364,265,1173,1566,658,3745,0,353,350,0,6,0,0,0,0,72,0,0,112,88,486,93,679,0,0,412,89,33,163,266,489,1173,134,178,1034,139,2088,253,581,721,460,992,109,6,1545,0,159,0,0,214,836,982,230,158,134,0,135,0,604,781,0,0,0,0,148,2919,0,76,1578,397,786,1383,1273,2723,542,1791,16,668,873,1001,677,1016,223,554,578,429,101,304,4272,10917,8029,5475,664,990,2373,7296,330,521,1837,807,31,5823,1586,64,96,146,15,347,30,3236,3064,291,1578,1321,11853,1791,0,480,710,8558,11433,2909,4905,81,10,0,51915,502,1527,3033,376,2817,1,0,376,187,535,652,218,3457,350,92299,4084,75019,24516,9265,5091,30,38,0,7,3,5069,0,945,206,0,3415,642,7532,16,4,27021,1151,11705,5274,2126,3435,0,737,497138,0,619818,330287,971120,238285,0,0,0,2159510,2656648,31203,2859,34062,2193572,2690710,-271364,0,0,0,-271364,1922208,2419346
"学術研究機関",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,305497,88903,1545594,2547710,1893332,0,6381036,6381036,100903,0,100903,6481939,6481939,-145193,0,0,0,-145193,6336746,6336746
"企業内研究開発",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,277242,13085067,0,13362309,13362309,592457,0,592457,13954766,13954766,-1631187,0,0,0,-1631187,12323579,12323579
"医療",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,328687,0,0,5778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,334465,200366,8644719,0,36606037,0,0,0,0,45451122,45785587,34,207,241,45451363,45785828,0,-3569,0,0,-3569,45447794,45782259
"保健衛生",0,0,0,0,0,0,0,4941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,5,6,13,113,0,0,0,0,9,4,0,0,0,444,0,0,0,0,0,0,0,13,0,1,0,0,0,0,0,0,0,0,0,33,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,13,17,22,16,646,26,0,1336,0,1037,1442,2253,3442,282,258,0,726,1,0,73,0,0,0,1289,0,0,0,50601,211,10036,84,21494,2140,825,1481,2222,645,452,0,646,0,412,579952,109768,31527,14003,59,0,0,224,0,0,2814,20,2740,18,930,625,0,11449,863879,424426,211150,0,464312,3220,0,0,0,1103108,1966987,0,0,0,1103108,1966987,0,0,0,0,0,1103108,1966987
"社会保険･社会福祉",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176166,2459071,3451063,3793304,29683,0,0,0,9909287,9909287,0,0,0,9909287,9909287,0,0,0,0,0,9909287,9909287
"介護",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,922562,0,9005710,0,0,0,0,9928272,9928272,0,0,0,9928272,9928272,0,0,0,0,0,9928272,9928272
"他に分類されない会員制団体",0,0,0,0,0,96,0,1138,4,14,81,12499,231,900,1110,469,5574,1397,1086,5451,385,2407,1626,5678,3855,3251,4552,224,136,13,67,115,1633,128,103,897,1220,3999,309,2406,504,2098,704,3217,389,174,12057,1730,1291,501,1397,1832,161,22812,995,3288,604,289,1337,1880,746,5159,2578,353,3,43,698,4203,425,166,481,8062,0,5118,623,1277,1787,1652,1087,0,596,1527,2934,370,225,6147,1614,5684,964,5399,9006,289,1480,237,7024,1366,5325,4771,9160,1191,6107,1116,657,530,377,4978,4587,5442,315,736,827,2593,2632,83,1597,3557,1047,180,2479,1692,527,670,1767,410,2572,1688,3650,15920,24806,12750,9586,20824,15625,153,41493,9458,18265,36300,49736,54805,12979,13306,0,7603,49,10658,17512,0,0,3230,1111,2318,278,930,9141,279,14706,93,16837,11682,17880,3341,15082,112,0,7805,960,17112,63155,61286,1494,213,3705,0,12020,8771,15927,10264,8999,94056,7560,42109,7427,76340,18809,0,22612,1222372,0,2122927,1180262,0,0,0,0,0,3303189,4525561,34573,3,34576,3337765,4560137,-127630,-714,0,0,-128344,3209421,4431793
"物品賃貸業(貸自動車業を除く。)",7676,2263,709,68,777,842,20203,7039,428,1386,72,1685,51,9006,3056,1459,13097,7883,2021,13320,953,4937,29785,12840,9096,1653,1613,149,1097,102,1113,1899,3959,463,1635,4336,10788,9230,647,2934,2805,4618,4529,44032,578,1176,9618,3309,4122,480,2833,2994,1233,9463,1704,4480,2132,1054,7360,1307,9551,42415,3972,13044,166,428,3758,12449,1387,1941,11653,12076,0,4250,2601,10612,8764,8498,3333,0,3560,10769,4242,5309,1361,30626,7204,19735,7081,12427,16075,6296,31427,2803,7446,25646,27164,17073,31288,2506,4643,6270,3020,2603,975,61518,39666,95869,11772,1971,5671,28365,11889,5056,2838,46291,10492,1595,79010,29157,3565,38422,27871,1779,17484,50072,218408,331315,113030,450047,474119,81377,29299,1384,11134,26770,395436,444271,83227,235920,23476,23897,0,18255,127,5921,63460,0,0,8687,1187,6671,269649,5437,11486,8425,55838,424,177963,70966,182280,177142,56605,227582,338824,17743,31224,26375,52873,283448,26921,90292,192212,26214,24957,2690,11121,25160,68881,445204,24147,43646,15131,48320,22583,0,4946,7425024,29941,333527,0,0,0,0,0,0,363468,7788492,842700,3,842703,1206171,8631195,-111701,-299,0,0,-112000,1094171,8519195
"貸自動車業",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1299,0,0,0,0,0,0,0,0,0,7,228,818,0,0,0,2679,85737,629922,585048,0,0,0,0,6951,0,3276,6582,0,6158,1294,0,0,1241,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,21516,18999,0,2624,0,5304,0,16738,1396495,0,144852,0,0,0,0,0,0,144852,1541347,2645,20572,23217,168069,1564564,0,-71,0,0,-71,167998,1564493
"広告",0,0,0,0,0,2016,0,3177,5,12,1433,1341,3,318,1262,392,39096,6182,5063,107402,3520,62639,26597,135094,53287,226,48699,52,471,29,269,396,6381,543,5291,310,2742,10795,228,3712,7831,3442,8348,5441,1146,261,7780,532,3625,927,1523,2050,1547,348962,37451,216853,7854,2039,24261,2585,264,52152,11994,6815,291,479,2210,1229,4560,218,2786,4139,0,3439,335,5112,1179,1655,2243,0,1979,3103,5361,1602,1414,8444,6348,6084,3932,6776,16947,4397,6069,1870,4566,3784,12763,5307,10093,1730,8821,14815,5982,1599,176,42141,19074,31315,31522,3439,6260,12856,16100,2475,8524,116778,33660,874,112944,4372,241,1240,10551,10567,24564,114,64021,21586,5087,10679,7591,52388,40047,44,35462,5191,213290,741803,827866,230927,206103,182320,0,33329,797,8861,49762,0,0,767,5826,1981,33195,3752,1089,748,91010,1327,343344,98118,317016,105776,267159,3931,49559,63371,34482,17997,28895,63440,15545,7770,14478,21913,73092,6843,5563,23423,3975,697789,14667,298275,75032,116440,72007,0,23681,7688544,0,4194,0,0,0,0,0,0,4194,7692738,402400,0,402400,406594,8095138,-881900,0,0,0,-881900,-475306,7213238
"自動車整備",0,0,0,0,0,0,0,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21551,25085,7786,8729,8979,0,0,0,0,2931,0,0,0,0,26263,15304,0,0,0,127873,428361,1137466,765085,0,0,0,0,8450,0,2192,17820,0,34,2357,0,0,2597,3335,299325,0,15070,0,0,744,4680,21183,12089,0,0,87476,0,69040,0,9236,4422,33640,2681,296,869,0,14844,3188003,0,2791559,0,0,0,0,0,0,2791559,5979562,100,87,187,2791746,5979749,0,-277,0,0,-277,2791469,5979472
"機械修理",58450,11423,19796,1570,3514,14193,20180,14389,2219,8580,3965,3488,25,2799,4426,2399,16316,11997,5583,32889,5330,22487,26505,11408,14995,3309,3489,736,1226,195,4128,3994,5761,492,2717,10036,14354,4206,1883,14177,4732,3415,6465,15671,4316,6076,24875,13041,63039,14557,12581,12673,3113,43820,4002,5057,3649,854,12533,28685,9577,79427,15397,22389,251,578,8277,29766,6797,4673,19522,50648,0,40283,3632,11366,15753,3343,17036,0,4769,31204,19144,12177,4717,43242,2490,15009,27308,10996,15933,2972,10662,2058,5743,6487,23964,17347,13971,5221,24438,6917,4538,2225,1337,58837,62206,39324,12070,2093,10090,10710,9142,3458,6803,37866,12413,620,119444,4398,2006,4715,3474,1620,6141,2040,14378,30619,89875,83963,46419,577561,7782,5003,111111,89001,20196,31224,64456,25556,6622,4362,0,14946,284,9378,8193,0,0,905,934,3616,24436,3665,15079,1711,39960,881,52432,34378,281919,15633,18846,34388,142460,36256,9230,63589,194029,84213,15219,23571,6374,34754,1026624,134,12034,2598,1246,161636,5331,82646,33033,50391,10358,0,0,5501275,5165,92374,0,0,0,0,0,0,97539,5598814,3348,20,3368,100907,5602182,0,-8,0,0,-8,100899,5602174
"その他の対事業所サービス",271,62,1447,905,287,767,3226,16834,150,10,118,11816,208,6435,7573,2698,77293,35303,5204,179637,15807,36825,99356,40914,42538,8371,22514,623,2517,256,3406,5391,39859,3769,19172,5012,12634,42651,5350,18001,6558,21615,16039,140080,3497,7085,30335,7358,25651,16362,13759,20185,4882,140720,19154,54621,18959,7207,32863,23833,5512,227585,15198,38127,673,5399,45236,107096,8940,12719,48121,31933,0,11223,5353,16645,28423,16404,10201,0,12669,35538,29860,24831,5621,141126,41659,47440,46738,29612,72053,13492,49949,4978,15262,24143,67887,50656,57085,30682,23057,34713,20902,11501,11887,164974,160154,178192,39482,23180,21676,57879,62859,16088,50595,163445,64357,4068,449406,27032,6374,69856,31414,5382,37205,18986,895036,877546,214896,1376769,241252,676326,90713,2769,452231,179309,2722667,3524443,1432509,1191273,1128313,526188,76668,183649,1484,35175,184512,2284,3540,15631,14279,11042,45354,34360,232512,30670,879927,11354,1498537,384630,3312732,483413,301188,1125057,1408518,518598,257803,631311,1080774,1519611,85249,457319,242994,260544,614152,28568,407991,56175,352847,6076815,61504,417322,137263,255712,134017,0,127166,44109197,45413,702499,0,0,0,175812,1813253,0,2736977,46846174,1852787,111,1852898,4589875,48699072,-2788408,-631,0,0,-2789039,1800836,45910033
"宿泊業",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1834104,3045103,0,0,0,0,0,0,4879207,4879207,107003,687264,794267,5673474,5673474,-186133,-411431,0,0,-597564,5075910,5075910
"飲食サービス",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67636,0,0,0,75436,0,15661,51745,0,0,0,0,0,0,0,74600,195174,0,0,0,0,0,480252,7493449,19503759,0,0,0,0,0,0,26997208,27477460,69583,454296,523879,27521087,28001339,-79977,-367109,0,0,-447086,27074001,27554253
"洗濯･理容･美容･浴場業",0,0,0,0,0,6,0,230,0,1,0,45,8,10,17,7,911,99,101,644,24,81,153,401,294,63,113,7,21,5,16,44,80,23,55,42,48,61,30,139,57,92,69,222,10,34,174,3,6,3,54,23,24,567,3,4,9,7,24,65,22,423,31,88,4,10,4,10,0,13,5,200,0,103,21,123,22,79,78,0,34,33,121,19,37,246,64,88,63,40,145,23,74,22,46,26,6,4,66,25,3,5,46,22,15,630,596,93,127,21,39,125,29,67,171,533,23,8,1205,191,169,30,35,47,129,3,105,199,202,959,302,1012,30,4,184,242,3290,2676,1275,916,604,312,0,21987,23,2127,61,10,82,77,237,80,738,37,55,111,350,435,7094,3105,731,1673,1772,2218,2186,2874,186,1537,146,455894,9287,105436,94811,295,577,4,5831,144,72,2894,55323,78989,109045,2159,3016,0,3718,1001748,22510,4242574,0,0,0,0,0,0,4265084,5266832,166,298,464,4265548,5267296,-493,-2253,0,0,-2746,4262802,5264550
"娯楽サービス",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3154,0,0,0,0,0,0,0,0,0,0,0,0,1515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2074,190692,0,777,242730,0,0,2437,185,201,0,0,0,0,0,0,0,0,19274,0,0,0,13220,6346,0,182657,12625,0,2144,680031,777993,8274662,0,0,0,0,0,0,9052655,9732686,78366,39786,118152,9170807,9850838,-95382,-116293,0,0,-211675,8959132,9639163
"その他の対個人サービス",0,0,0,0,0,48,0,913,2,81,0,1352,146,16,73,33,924,137,23,630,71,534,365,454,164,131,97,7,31,1,16,29,182,18,47,49,43,169,21,107,31,86,83,453,31,33,74,63,182,38,95,137,59,724,86,146,64,11,166,141,58,495,118,87,10,12,105,147,75,29,74,391,0,182,64,243,98,150,191,0,136,333,145,114,38,381,118,141,68,113,401,49,158,27,133,1011,243,125,232,171,174,128,76,50,34,519,537,811,331,39,91,352,230,55,146,783,332,27,1506,305,135,57,87,31,186,75,2474,3021,1335,4020,2978,670,162,100,1069,0,46409,26551,2776,2072,17837,7316,15661,1232,25,2010,3189,0,0,275,218,371,387,86,417,430,1837,288,4827,5293,31354,722,28401,8054,6904,6048,2511,10503,34950,14781,399,1753,2788,11172,6735,2830,19069,1044,4128,44765,13017,10532,10601,28413,69497,0,1950,551637,73998,6616491,0,0,0,0,0,0,6690489,7242126,46020,180,46200,6736689,7288326,-8209,-7247,0,-657,-16113,6720576,7272213
"事務用品",173,36,539,151,13,397,2670,2442,612,814,26,1770,18,86,260,338,4440,2041,374,4720,731,2998,6623,1614,691,36,6,65,228,52,589,376,1741,182,855,309,1622,2289,360,1753,390,1440,1022,4933,338,414,1650,309,494,202,415,1023,254,3863,1013,274,1223,303,2101,224,173,1351,386,666,100,384,2219,2077,886,655,1450,1047,0,510,147,480,528,1536,603,0,722,1781,953,673,311,2880,751,1445,2079,2181,2303,834,791,603,562,1725,2570,1859,7135,1309,832,651,2292,242,133,5564,5425,7724,2108,267,794,3048,2696,422,1624,2042,547,58,9230,1824,1804,1140,1854,1229,4419,240,13349,5356,284,30861,3790,642,294,171,4169,15937,90159,105811,74077,54320,18999,7227,0,11707,241,7317,19831,4432,3397,1069,6983,2977,4658,5451,3920,2551,20061,5385,43164,10621,12782,6795,17453,22992,90724,32600,8864,36386,86950,56978,4516,40942,55144,22294,6116,2803,7760,11490,2591,83928,11277,23884,21067,23179,19919,0,959,1463403,0,0,0,0,0,0,0,0,0,1463403,0,0,0,0,1463403,0,0,0,0,0,0,1463403
"分類不明",12367,957,13897,5134,385,778,570,590,44,2566,22,11384,1915,1978,6084,2322,46673,23644,52070,6751,826,8375,3993,10932,16782,28398,30910,336,795,202,314,984,4514,401,2012,14549,2851,3234,729,5154,1607,3925,3724,9865,97,393,3282,305,699,154,871,2576,3051,14931,1178,304,1477,7079,2991,3649,2251,14955,5820,9869,395,948,8151,23716,833,4923,11267,31884,0,7981,4255,12100,23699,15180,12004,0,16888,14519,3436,6101,5643,28908,12808,16261,11514,10954,24295,6803,20369,3281,7591,8158,21137,11322,17662,3137,5621,3519,2546,1723,714,5842,3693,19438,2607,1253,495,14087,3261,1384,2669,5942,3321,688,10883,39984,16290,6163,7282,776,5766,1896,254237,242901,213926,62514,75134,62106,5470,2343,40855,103640,293810,355950,77033,88346,122995,12825,4173,49283,2626,43865,168984,0,0,74513,4713,976,21539,837,6233,10177,69107,1774,47171,49901,15854,5162,14142,17753,19440,276276,5880,17252,124100,82599,26909,116004,38418,20365,31003,27848,1732,2474,24773,140231,9152,44639,38381,11021,48762,730,0,4728298,0,10043,0,0,0,0,0,0,10043,4738341,4093,1202,5295,15338,4743636,-40605,-10043,0,0,-50648,-35310,4692988
